cu_media_ppm,Ii,E_Ii,Var_Ii,Z_Ii,p_value,Tipo_cluster,Cluster_LISA
150.0,3.7222330628044245,-0.0015337423312883436,0.24665285205918713,4.520931007302414,0.001,HH,HH
150.0,3.2711103465695017,-0.0015337423312883432,0.14029782564921053,5.248093422428617,0.001,HH,HH
150.0,3.4439542991499326,-0.0015337423312883434,0.1639322759625387,5.203881227736976,0.001,HH,HH
70.0,-0.040994601356011635,-0.0015337423312883436,0.991138036929023,-0.5489015283224233,0.25,LH,No significativo
100.0,-0.007371651670772777,-0.0015337423312883434,0.1639322759625387,-0.0306341020433454,0.476,HL,No significativo
66.66666666666667,0.021813296800446604,-0.0015337423312883434,0.1639322759625387,0.37770200946057914,0.387,LL,No significativo
27.5,0.4480879849475018,-0.0015337423312883436,0.24665285205918713,0.9169508640043967,0.181,LL,No significativo
137.5,2.0153460978231754,-0.0015337423312883436,0.24665285205918713,2.931056504610887,0.009,HH,HH
200.0,3.0442029634989334,-0.0015337423312883434,0.1639322759625387,2.7892921144146903,0.008,HH,HH
100.0,0.9676938892011538,-0.0015337423312883436,0.1970205064011981,3.785519706985083,0.001,HH,HH
150.0,1.7456838996142134,-0.0015337423312883436,0.24665285205918713,2.1211312430016966,0.031,HH,HH
127.27272727272727,1.1968825278606872,-0.0015337423312883436,0.32937342815583553,1.7798868699463788,0.054,HH,No significativo
100.0,0.6284077605591981,-0.0015337423312883436,0.4948145803491324,1.509165532743,0.073,HH,No significativo
123.33333333333333,0.6045660326005742,-0.0015337423312883436,0.991138036929023,0.555036148338639,0.247,HH,No significativo
150.0,4.4118804336003405,-0.0015337423312883436,0.991138036929023,2.6964452216034225,0.034,HH,HH
150.0,2.6696133915896043,-0.0015337423312883436,0.991138036929023,1.6267364724197895,0.107,HH,No significativo
70.0,0.008426099634908105,-0.0015337423312883436,0.24665285205918713,0.2410375382255545,0.454,LL,No significativo
70.0,0.03110399705931283,-0.0015337423312883434,0.1639322759625387,1.0555431230951249,0.146,LL,No significativo
70.0,-0.10646098448684037,-0.0015337423312883436,0.32937342815583553,-2.5135723140882833,0.022,LH,LH
116.66666666666667,1.080050987353054,-0.0015337423312883436,0.1970205064011981,2.5973009240319858,0.017,HH,HH
200.0,5.851540928443928,-0.0015337423312883436,0.4948145803491324,3.0282080279860186,0.013,HH,HH
150.0,3.047104584025264,-0.0015337423312883436,0.24665285205918713,3.7154355949823086,0.005,HH,HH
35.0,0.3501161344120437,-0.0015337423312883436,0.32937342815583553,0.7608948561525652,0.237,LL,No significativo
20.0,0.5071618651602898,-0.0015337423312883436,0.4948145803491324,0.6692128089334293,0.28,LL,No significativo
90.0,0.11923347033792217,-0.0015337423312883436,0.4948145803491324,0.43873927638055576,0.285,HH,No significativo
114.0,0.8097177459936689,-0.0015337423312883436,0.32937342815583553,1.5982152418504312,0.073,HH,No significativo
150.0,1.4616415757954933,-0.0015337423312883436,0.4948145803491324,1.2300125059592029,0.115,HH,No significativo
200.0,7.771088254902044,-0.0015337423312883436,0.32937342815583553,4.982648992151172,0.001,HH,HH
200.0,4.1959313593738035,-0.0015337423312883436,0.24665285205918713,3.117425584350364,0.008,HH,HH
110.0,1.6366034409911692,-0.0015337423312883436,0.1970205064011981,4.669398568994,0.001,HH,HH
183.33333333333334,3.039362134006114,-0.0015337423312883434,0.1639322759625387,3.2051535478612676,0.006,HH,HH
150.0,2.708330436967621,-0.0015337423312883436,0.32937342815583553,2.834632171814484,0.015,HH,HH
62.0,0.015690419191092188,-0.0015337423312883436,0.24665285205918713,0.14268845024780308,0.494,LL,No significativo
70.0,-0.001678095632623167,-0.0015337423312883436,0.32937342815583553,-0.015645899260102094,0.435,LH,No significativo
72.5,-0.010733946639296672,-0.0015337423312883436,0.991138036929023,-0.5497040210773306,0.198,LH,No significativo
108.33333333333333,0.5024743128616548,-0.0015337423312883436,0.32937342815583553,1.1371717344260368,0.121,HH,No significativo
85.0,0.17402160221491808,-0.0015337423312883436,0.32937342815583553,1.1851788214309689,0.114,HH,No significativo
225.0,8.730861918131103,-0.0015337423312883436,0.991138036929023,2.6959490059445526,0.012,HH,HH
125.0,2.0019281490674725,-0.0015337423312883436,0.1970205064011981,4.043417585299424,0.001,HH,HH
200.0,2.8602463447133637,-0.0015337423312883434,0.1639322759625387,2.6054918445343525,0.014,HH,HH
70.0,-0.1608023613339989,-0.0015337423312883436,0.32937342815583553,-3.7590931215458556,0.001,LH,LH
50.0,0.13530163220608404,-0.0015337423312883436,0.32937342815583553,0.500212259478766,0.346,LL,No significativo
70.0,0.01340301178664674,-0.0015337423312883436,0.1970205064011981,0.4227078561624694,0.371,LL,No significativo
91.42857142857143,-0.049673407085674096,-0.0015337423312883436,0.32937342815583553,-0.2571656539387754,0.461,HL,No significativo
100.0,-0.025864273997654154,-0.0015337423312883436,0.4948145803491324,-0.11602897970783115,0.468,HL,No significativo
100.0,0.523870953356001,-0.0015337423312883436,0.4948145803491324,1.227909223545531,0.124,HH,No significativo
125.0,0.46824112665538187,-0.0015337423312883436,0.24665285205918713,0.8245667099682787,0.193,HH,No significativo
80.0,0.09508716903722066,-0.0015337423312883436,0.4948145803491324,0.8825221219544472,0.189,HH,No significativo
100.0,1.2299528967460167,-0.0015337423312883436,0.32937342815583553,3.6528640292009094,0.001,HH,HH
50.0,0.009432630248444695,-0.0015337423312883436,0.24665285205918713,0.06408339418232264,0.465,LL,No significativo
70.0,0.02318812720362439,-0.0015337423312883436,0.24665285205918713,0.6607379584698012,0.276,LL,No significativo
200.0,3.452106770371282,-0.0015337423312883436,0.32937342815583553,2.1640329545630874,0.033,HH,HH
150.0,3.2503690722598493,-0.0015337423312883436,0.991138036929023,1.9784320635476438,0.047,HH,HH
100.0,-0.15396771229841416,-0.0015337423312883436,0.32937342815583553,-0.4950901691323058,0.343,HL,No significativo
70.0,0.004190039549972127,-0.0015337423312883436,0.32937342815583553,0.13421363978299738,0.499,LL,No significativo
100.0,-0.04099460135601164,-0.0015337423312883436,0.4948145803491324,-0.1453926554969058,0.478,HL,No significativo
70.0,0.005216963206926306,-0.0015337423312883436,0.24665285205918713,0.16551757051682664,0.481,LL,No significativo
60.0,0.07812427455808854,-0.0015337423312883434,0.1639322759625387,0.6758538048172876,0.273,LL,No significativo
43.333333333333336,0.26499728432210556,-0.0015337423312883436,0.1970205064011981,0.921416856053303,0.182,LL,No significativo
30.0,0.24772049523317433,-0.0015337423312883436,0.24665285205918713,0.5554259351421478,0.317,LL,No significativo
70.0,0.02832274548839527,-0.0015337423312883436,0.32937342815583553,0.7014343868804436,0.269,LL,No significativo
85.0,-0.07070820108081627,-0.0015337423312883436,0.4948145803491324,-0.44085465470335666,0.366,HL,No significativo
125.0,1.2116098364979768,-0.0015337423312883436,0.4948145803491324,1.4881862666336003,0.09,HH,No significativo
150.0,2.6696133915896043,-0.0015337423312883436,0.24665285205918713,3.201040722091614,0.006,HH,HH
150.0,3.2503690722598493,-0.0015337423312883436,0.32937342815583553,3.356309887974373,0.009,HH,HH
166.66666666666666,3.2503690722598497,-0.0015337423312883436,0.991138036929023,1.633284403800735,0.108,HH,No significativo
62.0,0.06932962827033508,-0.0015337423312883436,0.24665285205918713,0.5849619548663099,0.311,LL,No significativo
70.0,0.020620818061238954,-0.0015337423312883434,0.1639322759625387,0.703547270493228,0.259,LL,No significativo
50.0,0.23799756841095882,-0.0015337423312883432,0.14029782564921053,1.2423691898223286,0.086,LL,No significativo
60.0,0.19465333787082198,-0.0015337423312883436,0.1970205064011981,1.5015077961082943,0.046,LL,LL
50.0,0.053752701360289534,-0.0015337423312883436,0.32937342815583553,0.21985276641884202,0.475,LL,No significativo
150.0,1.5081020302491128,-0.0015337423312883436,0.32937342815583553,1.5305916342764718,0.081,HH,No significativo
100.0,0.9273463495788673,-0.0015337423312883436,0.1970205064011981,3.5605621133188396,0.004,HH,HH
150.0,3.105180152092288,-0.0015337423312883436,0.24665285205918713,3.6955210847286435,0.005,HH,HH
40.0,0.34078776499981644,-0.0015337423312883436,0.32937342815583553,0.8483012847417006,0.203,LL,No significativo
30.0,0.3981865161761131,-0.0015337423312883436,0.24665285205918713,0.8752949884845396,0.202,LL,No significativo
50.0,0.3196731280313586,-0.0015337423312883436,0.32937342815583553,1.121346126251638,0.112,LL,No significativo
30.0,0.32994236460090043,-0.0015337423312883436,0.32937342815583553,0.6402674600922821,0.296,LL,No significativo
23.75,0.41509804466980266,-0.0015337423312883436,0.4948145803491324,0.5922184425514365,0.306,LL,No significativo
50.0,0.19557692891819306,-0.0015337423312883436,0.4948145803491324,0.5905929678931757,0.315,LL,No significativo
125.0,1.2116098364979768,-0.0015337423312883436,0.4948145803491324,1.5041631489357592,0.088,HH,No significativo
200.0,3.452106770371282,-0.0015337423312883436,0.32937342815583553,2.153106340317547,0.032,HH,HH
150.0,3.5407469125949724,-0.0015337423312883436,0.4948145803491324,2.993114641789741,0.016,HH,HH
60.0,0.24386953151959617,-0.0015337423312883436,0.991138036929023,0.8634690909314091,0.206,LL,No significativo
60.833333333333336,0.21441459268730143,-0.0015337423312883436,0.24665285205918713,1.5907480116812982,0.025,LL,LL
60.0,0.23879569712281534,-0.0015337423312883436,0.4948145803491324,1.2044090821113265,0.075,LL,No significativo
33.333333333333336,0.24386953151959617,-0.0015337423312883436,0.991138036929023,0.2973683578638594,0.448,LL,No significativo
30.0,0.4560158976314138,-0.0015337423312883436,0.32937342815583553,0.8671387563462202,0.201,LL,No significativo
43.333333333333336,0.2940438262926462,-0.0015337423312883436,0.24665285205918713,0.9243217747600888,0.185,LL,No significativo
85.0,-0.17634696509336345,-0.0015337423312883436,0.4948145803491324,-1.0307711244779514,0.12,HL,No significativo
30.0,0.44505298171571694,-0.0015337423312883436,0.32937342815583553,0.844935607057658,0.209,LL,No significativo
18.333333333333332,0.8672879342483011,-0.0015337423312883436,0.4948145803491324,1.06993519289001,0.113,LL,No significativo
46.666666666666664,0.438153665104871,-0.0015337423312883436,0.1970205064011981,1.6968042338199454,0.017,LL,LL
70.0,0.05964391702549766,-0.0015337423312883436,0.1970205064011981,1.8172681477180126,0.009,LL,LL
40.0,0.4057459611126629,-0.0015337423312883436,0.4948145803491324,0.8326448499841913,0.199,LL,No significativo
50.0,0.3019450995866207,-0.0015337423312883436,0.32937342815583553,1.0547879390713464,0.134,LL,No significativo
17.5,1.1896745411452003,-0.0015337423312883436,0.24665285205918713,1.9814764828176163,0.003,LL,LL
20.0,0.70444876372684,-0.0015337423312883436,0.24665285205918713,1.238331170550544,0.085,LL,No significativo
23.333333333333332,0.695561449014075,-0.0015337423312883436,0.1970205064011981,1.4405342850055687,0.049,LL,LL
20.0,0.9907676985695767,-0.0015337423312883434,0.1639322759625387,2.123184301427925,0.003,LL,LL
38.0,0.7888288919565676,-0.0015337423312883436,0.24665285205918713,2.0682508494850977,0.002,LL,LL
60.0,0.16065864741239033,-0.0015337423312883436,0.991138036929023,0.5726556794673813,0.299,LL,No significativo
30.0,0.017499261003541204,-0.0015337423312883436,0.4948145803491324,0.06538312130373738,0.44,LL,No significativo
105.0,-0.4800476222443337,-0.0015337423312883436,0.4948145803491324,-1.0270975313446604,0.119,HL,No significativo
50.0,-0.33626392442394515,-0.0015337423312883436,0.991138036929023,-0.6624050894257466,0.185,LH,No significativo
70.0,0.012552132185170428,-0.0015337423312883436,0.32937342815583553,0.32025049734672884,0.427,LL,No significativo
95.71428571428571,-0.16979330324641978,-0.0015337423312883436,0.32937342815583553,-0.6294168167032792,0.296,HL,No significativo
78.0,0.027863665109031776,-0.0015337423312883436,0.24665285205918713,0.532254710412666,0.267,HH,No significativo
92.5,-0.03436780024001592,-0.0015337423312883436,0.1970205064011981,-0.1901064357976232,0.467,HL,No significativo
50.0,0.020069447315287443,-0.0015337423312883436,0.1970205064011981,0.09680331824569016,0.496,LL,No significativo
70.0,0.00624388686388048,-0.0015337423312883436,0.24665285205918713,0.19232738271690508,0.464,LL,No significativo
37.5,0.762569919709857,-0.0015337423312883436,0.1970205064011981,2.1951863479894116,0.002,LL,LL
30.0,0.8561623285543474,-0.0015337423312883436,0.24665285205918713,1.8360713533218709,0.006,LL,LL
30.0,0.8430068294555111,-0.0015337423312883432,0.14029782564921053,2.3537061403857478,0.002,LL,LL
30.0,0.916677624408994,-0.0015337423312883436,0.1970205064011981,2.184989231663968,0.002,LL,LL
47.0,0.3406778744732077,-0.0015337423312883436,0.4948145803491324,0.880638764788408,0.173,LL,No significativo
40.0,0.3551291849208345,-0.0015337423312883436,0.4948145803491324,0.7321172855379958,0.248,LL,No significativo
30.0,-0.060024215828886215,-0.0015337423312883436,0.24665285205918713,-0.10204893181794841,0.415,LH,No significativo
70.0,0.010718339940609398,-0.0015337423312883436,0.24665285205918713,0.3138115639395979,0.416,LL,No significativo
85.0,0.044394035541188294,-0.0015337423312883436,0.24665285205918713,0.3287130434111099,0.328,HH,No significativo
87.5,0.01387034032032644,-0.0015337423312883432,0.14029782564921053,0.10534441314992993,0.411,HH,No significativo
81.66666666666667,-0.01831333671273157,-0.0015337423312883432,0.14029782564921053,-0.27839162765426845,0.433,HL,No significativo
50.0,0.10567049894845064,-0.0015337423312883432,0.14029782564921053,0.5586722594409874,0.316,LL,No significativo
63.333333333333336,0.0317440818952299,-0.0015337423312883434,0.1639322759625387,0.3666733937957528,0.391,LL,No significativo
114.0,-0.017406797278623945,-0.0015337423312883434,0.1639322759625387,-0.05352716795297874,0.485,HL,No significativo
130.0,0.050121350128000994,-0.0015337423312883436,0.1970205064011981,0.08434755413547713,0.43,HH,No significativo
68.0,-0.03798058464524566,-0.0015337423312883436,0.32937342815583553,-0.5340036071204886,0.27,LH,No significativo
42.0,0.04834775679900172,-0.0015337423312883436,0.4948145803491324,0.14021373479912191,0.465,LL,No significativo
70.0,0.004190039549972127,-0.0015337423312883436,0.32937342815583553,0.12456005486095488,0.489,LL,No significativo
72.5,0.01481038408517572,-0.0015337423312883436,0.4948145803491324,1.1305329537363042,0.094,LL,No significativo
20.0,0.4464582040628897,-0.0015337423312883436,0.32937342815583553,0.6952932531257481,0.274,LL,No significativo
30.0,0.5971634400460102,-0.0015337423312883436,0.24665285205918713,1.2940467002742309,0.07,LL,No significativo
30.0,0.835606861212416,-0.0015337423312883436,0.24665285205918713,1.799104986004478,0.008,LL,LL
30.0,0.8287550387651056,-0.0015337423312883436,0.32937342815583553,1.5508072674854556,0.024,LL,LL
50.0,0.4437693271445243,-0.0015337423312883436,0.24665285205918713,1.7698049040778236,0.009,LL,LL
20.0,0.9185977903760013,-0.0015337423312883434,0.1639322759625387,1.9670144102927771,0.008,LL,LL
26.666666666666668,0.0011359323139828175,-0.0015337423312883436,0.1970205064011981,0.01744717230669331,0.47,LL,No significativo
30.0,-0.3376992146650355,-0.0015337423312883436,0.24665285205918713,-0.6860152180936759,0.224,LH,No significativo
70.0,0.051428527769864237,-0.0015337423312883436,0.991138036929023,0.7232635478900608,0.258,LL,No significativo
70.0,0.0360246729155516,-0.0015337423312883436,0.4948145803491324,0.7303155455003283,0.253,LL,No significativo
70.0,-0.015877760246340737,-0.0015337423312883434,0.1639322759625387,-0.5227987273287814,0.272,LH,No significativo
91.66666666666667,0.005271482643246548,-0.0015337423312883436,0.12257198791421446,0.032717839289330024,0.439,HH,No significativo
30.0,-0.18359193950724034,-0.0015337423312883432,0.14029782564921053,-0.4831345112021617,0.274,LH,No significativo
56.666666666666664,-0.012690411530649957,-0.0015337423312883434,0.1639322759625387,-0.07182193447364153,0.431,LH,No significativo
58.0,-0.051946100805095805,-0.0015337423312883432,0.14029782564921053,-0.38246525215565785,0.308,LH,No significativo
56.666666666666664,-0.08650402527186643,-0.0015337423312883432,0.14029782564921053,-0.5973915270764283,0.25,LH,No significativo
80.0,0.07904540740909005,-0.0015337423312883434,0.1639322759625387,1.3423223479554611,0.095,HH,No significativo
70.0,0.004446770464210673,-0.0015337423312883436,0.24665285205918713,0.15367010299526834,0.48,LL,No significativo
100.0,-0.059150994186040626,-0.0015337423312883436,0.24665285205918713,-0.2357143753800214,0.438,HL,No significativo
23.333333333333332,0.37589739587073123,-0.0015337423312883436,0.24665285205918713,0.7283363910318497,0.26,LL,No significativo
50.0,0.26826184554161864,-0.0015337423312883436,0.1970205064011981,1.2008609889380704,0.098,LL,No significativo
85.0,-0.21155988643087914,-0.0015337423312883436,0.32937342815583553,-1.4781332871428925,0.035,HL,HL
26.666666666666668,1.0281864269409757,-0.0015337423312883436,0.24665285205918713,2.066390697182908,0.002,LL,LL
46.666666666666664,0.5002684310899363,-0.0015337423312883436,0.32937342815583553,1.5204312824328199,0.03,LL,LL
240.0,-2.1258708822450285,-0.0015337423312883436,0.1970205064011981,-1.3362825281088122,0.069,HL,No significativo
45.0,-0.0602780729638681,-0.0015337423312883434,0.1639322759625387,-0.2197330979656607,0.364,LH,No significativo
30.0,0.5930523465776241,-0.0015337423312883436,0.24665285205918713,1.2918637718775492,0.063,LL,No significativo
100.0,0.011961544398239543,-0.0015337423312883436,0.24665285205918713,0.005108470961724926,0.449,HH,No significativo
60.0,-0.29874081554185256,-0.0015337423312883432,0.14029782564921053,-2.64841276439576,0.014,LH,LH
78.0,0.07398007011373321,-0.0015337423312883436,0.12257198791421446,2.0555329308145924,0.029,HH,HH
100.0,0.43914112014919904,-0.0015337423312883432,0.14029782564921053,1.956510295156681,0.042,HH,HH
90.0,-0.06193173010617535,-0.0015337423312883432,0.14029782564921053,-0.46689604957793224,0.351,HL,No significativo
75.0,-0.005517683514572675,-0.0015337423312883436,0.1970205064011981,-0.3677846445602642,0.39,HL,No significativo
70.0,0.009838119663220101,-0.0015337423312883436,0.24665285205918713,0.3026226473108099,0.415,LL,No significativo
73.33333333333333,-0.0006875843257184376,-0.0015337423312883436,0.24665285205918713,-1.1417700798965764,0.122,LH,No significativo
200.0,0.18887631539248503,-0.0015337423312883436,0.4948145803491324,0.06883336958004829,0.396,HH,No significativo
70.0,-0.017888819074542664,-0.0015337423312883436,0.4948145803491324,-0.3137063719983824,0.322,LH,No significativo
64.0,0.025132563519150684,-0.0015337423312883436,0.24665285205918713,0.2854245870756089,0.422,LL,No significativo
65.0,0.10498138564173794,-0.0015337423312883434,0.1639322759625387,1.4219653633394416,0.047,LL,LL
40.0,0.4122538323373266,-0.0015337423312883436,0.1970205064011981,1.2799244098265223,0.074,LL,No significativo
20.0,1.2153712446299567,-0.0015337423312883436,0.4948145803491324,1.5328613325386977,0.02,LL,LL
20.0,0.9995360051725345,-0.0015337423312883436,0.32937342815583553,1.5306498450388406,0.027,LL,LL
70.0,-0.040994601356011635,-0.0015337423312883436,0.1970205064011981,-1.2101649153081764,0.113,LH,No significativo
55.0,-0.053562115149109885,-0.0015337423312883436,0.12257198791421446,-0.36662710999601056,0.32,LH,No significativo
43.333333333333336,0.3470110498859852,-0.0015337423312883436,0.1970205064011981,1.1992841292943486,0.095,LL,No significativo
70.0,-0.05049364518283776,-0.0015337423312883436,0.1970205064011981,-1.4958986110040216,0.081,LH,No significativo
97.5,0.6547043965100855,-0.0015337423312883436,0.12257198791421446,3.5072094486470666,0.005,HH,HH
350.0,3.2512204499116852,-0.0015337423312883436,0.12257198791421446,1.5568087130188075,0.074,HH,No significativo
70.0,-0.08045781045896497,-0.0015337423312883432,0.14029782564921053,-2.809205373184154,0.011,LH,LH
58.0,-0.03656107137418271,-0.0015337423312883434,0.1639322759625387,-0.24224534822742733,0.356,LH,No significativo
66.66666666666667,-0.011043620417968405,-0.0015337423312883436,0.24665285205918713,-0.1163706838296976,0.409,LH,No significativo
55.0,0.1944619010286611,-0.0015337423312883436,0.1970205064011981,1.1053206493700736,0.124,LL,No significativo
50.0,0.23742773892523514,-0.0015337423312883436,0.12257198791421446,1.3239696369847658,0.066,LL,No significativo
42.857142857142854,0.26919610848903913,-0.0015337423312883436,0.1970205064011981,0.9261587110669486,0.184,LL,No significativo
50.0,0.4083132702550483,-0.0015337423312883436,0.4948145803491324,1.1793638231569734,0.084,LL,No significativo
50.0,0.3728572133655724,-0.0015337423312883436,0.32937342815583553,1.3061562227707895,0.06,LL,No significativo
100.0,-0.2528191843730164,-0.0015337423312883434,0.1639322759625387,-1.076175208001931,0.127,HL,No significativo
60.0,0.08295649779311792,-0.0015337423312883432,0.14029782564921053,0.7637135950317182,0.24,LL,No significativo
50.0,0.25319302136359134,-0.0015337423312883436,0.24665285205918713,1.039294373402036,0.142,LL,No significativo
88.33333333333333,0.19791189189372121,-0.0015337423312883436,0.24665285205918713,1.1978298594514376,0.112,HH,No significativo
185.0,3.0149297769203254,-0.0015337423312883434,0.1639322759625387,3.0183091840580523,0.008,HH,HH
133.33333333333334,1.5630330737021878,-0.0015337423312883432,0.14029782564921053,3.102359938936394,0.006,HH,HH
70.0,-0.09075761023258276,-0.0015337423312883434,0.1639322759625387,-2.969894255554487,0.009,LH,LH
85.0,0.06504161214364071,-0.0015337423312883436,0.24665285205918713,0.4915401860798862,0.276,HH,No significativo
93.63636363636364,0.007182613179537928,-0.0015337423312883436,0.32937342815583553,-0.001970606287206592,0.437,HH,No significativo
26.666666666666668,0.29862642041283594,-0.0015337423312883436,0.1970205064011981,0.6719815523824711,0.266,LL,No significativo
45.0,0.2919545028896836,-0.0015337423312883436,0.12257198791421446,1.3381554895548688,0.064,LL,No significativo
70.0,0.05176472301470043,-0.0015337423312883434,0.1639322759625387,1.716100500621358,0.02,LL,LL
50.0,0.3019450995866207,-0.0015337423312883436,0.32937342815583553,1.056803582071027,0.127,LL,No significativo
35.0,0.5829046777840623,-0.0015337423312883436,0.24665285205918713,1.4346070209574364,0.039,LL,LL
30.0,0.44505298171571694,-0.0015337423312883434,0.1639322759625387,1.1620370128552602,0.104,LL,No significativo
60.0,0.15254051237754096,-0.0015337423312883434,0.1639322759625387,1.2875325513338756,0.071,LL,No significativo
40.0,0.20327885634534937,-0.0015337423312883436,0.1970205064011981,0.6392857339817022,0.276,LL,No significativo
57.5,-0.43516017551776076,-0.0015337423312883434,0.1639322759625387,-3.038038637594618,0.008,LH,LH
85.0,0.16521837188053917,-0.0015337423312883436,0.1970205064011981,1.4434002716949506,0.091,HH,No significativo
97.5,0.10680096655706683,-0.0015337423312883436,0.24665285205918713,0.3846767622850047,0.306,HH,No significativo
105.0,0.25684382908515785,-0.0015337423312883436,0.4948145803491324,0.5157839862061128,0.256,HH,No significativo
77.5,-0.0012338105949044108,-0.0015337423312883436,0.1970205064011981,-0.042426991411359354,0.47,HL,No significativo
60.0,0.04562098390719548,-0.0015337423312883436,0.1970205064011981,0.36134118948263244,0.39,LL,No significativo
150.0,-1.1291509982230918,-0.0015337423312883436,0.4948145803491324,-0.9872048282743487,0.147,HL,No significativo
83.33333333333333,-0.12276418802551337,-0.0015337423312883436,0.24665285205918713,-1.1653888306374767,0.102,HL,No significativo
63.333333333333336,0.13143247961897706,-0.0015337423312883432,0.14029782564921053,1.5808971852942835,0.028,LL,LL
15.0,0.798086760487323,-0.0015337423312883432,0.14029782564921053,1.6549376454532179,0.02,LL,LL
22.5,0.9029048975168888,-0.0015337423312883436,0.24665285205918713,1.6730887804279422,0.016,LL,LL
30.0,0.6834964028821227,-0.0015337423312883436,0.24665285205918713,1.4876861475745475,0.033,LL,LL
30.0,0.6588298420718048,-0.0015337423312883436,0.24665285205918713,1.4349059020230737,0.039,LL,LL
150.0,-0.3793539319291854,-0.0015337423312883436,0.1970205064011981,-0.5150088378491202,0.321,HL,No significativo
95.0,0.1612624571496125,-0.0015337423312883434,0.1639322759625387,0.8197718585361446,0.196,HH,No significativo
150.0,-0.052678861552172225,-0.0015337423312883434,0.1639322759625387,-0.0829111980055442,0.481,HL,No significativo
72.5,-0.007608127221696762,-0.0015337423312883436,0.1970205064011981,-0.8675826033964384,0.182,LH,No significativo
82.0,0.005742128483069305,-0.0015337423312883434,0.1639322759625387,0.05798109591827573,0.427,HH,No significativo
43.0,0.14431072003067177,-0.0015337423312883432,0.14029782564921053,0.5904799970421903,0.305,LL,No significativo
33.333333333333336,0.3880999688014213,-0.0015337423312883434,0.1639322759625387,1.1028881957785486,0.118,LL,No significativo
45.714285714285715,0.0961170477202671,-0.0015337423312883436,0.1970205064011981,0.3739152414903672,0.384,LL,No significativo
36.25,-0.25647785398522743,-0.0015337423312883436,0.32937342815583553,-0.5161675308173159,0.27,LH,No significativo
50.0,0.276830392623242,-0.0015337423312883434,0.1639322759625387,1.3405570959486426,0.064,LL,No significativo
22.5,0.7699623015401706,-0.0015337423312883432,0.14029782564921053,1.8314094560198668,0.013,LL,LL
30.0,0.9466063848588464,-0.0015337423312883436,0.24665285205918713,2.052478958110427,0.003,LL,LL
106.66666666666667,-0.41790122157889936,-0.0015337423312883436,0.32937342815583553,-1.0202614936280905,0.136,HL,No significativo
50.0,-0.8016246710983161,-0.0015337423312883436,0.24665285205918713,-3.1473541481199034,0.008,LH,LH
60.0,-0.2939569145391735,-0.0015337423312883434,0.1639322759625387,-2.4305373303053908,0.018,LH,LH
50.0,-0.41160804531408135,-0.0015337423312883432,0.14029782564921053,-2.079237990607568,0.032,LH,LH
71.25,-0.004641506579810771,-0.0015337423312883434,0.1639322759625387,-0.2264686909970423,0.367,LH,No significativo
57.5,0.16666235421486042,-0.0015337423312883436,0.4948145803491324,0.7150739543728397,0.252,LL,No significativo
120.0,0.790359223304661,-0.0015337423312883436,0.24665285205918713,1.5437708780267532,0.072,HH,No significativo
94.0,0.1306847896151906,-0.0015337423312883432,0.14029782564921053,0.7369838488314645,0.223,HH,No significativo
54.61538461538461,0.062477432637247254,-0.0015337423312883436,0.12257198791421446,0.43610191870194126,0.364,LL,No significativo
39.166666666666664,0.24814292786014275,-0.0015337423312883436,0.12257198791421446,0.943766085956478,0.173,LL,No significativo
70.0,0.03028701910420391,-0.0015337423312883434,0.1639322759625387,1.010963687396755,0.143,LL,No significativo
58.333333333333336,0.2556885168545632,-0.0015337423312883436,0.24665285205918713,1.5944568953334946,0.024,LL,LL
41.666666666666664,0.5081206197031956,-0.0015337423312883436,0.1970205064011981,1.6539809255584534,0.021,LL,LL
30.0,0.5601635988305336,-0.0015337423312883436,0.4948145803491324,0.8794445188436913,0.178,LL,No significativo
60.0,0.12615657351428053,-0.0015337423312883436,0.24665285205918713,0.8970097747079604,0.201,LL,No significativo
34.0,0.23981046400217146,-0.0015337423312883436,0.1970205064011981,0.6402918608970095,0.27,LL,No significativo
43.333333333333336,0.2984102999222046,-0.0015337423312883434,0.1639322759625387,1.1254581621043627,0.114,LL,No significativo
36.666666666666664,0.4395751491878095,-0.0015337423312883436,0.1970205064011981,1.2422514837258243,0.082,LL,No significativo
58.0,0.17672986732831736,-0.0015337423312883436,0.1970205064011981,1.1900387209628454,0.104,LL,No significativo
50.0,0.22216897158529994,-0.0015337423312883436,0.24665285205918713,0.9032029837441725,0.199,LL,No significativo
40.0,0.20327885634534937,-0.0015337423312883436,0.4948145803491324,0.4323652508450759,0.384,LL,No significativo
200.0,1.028678270717911,-0.0015337423312883436,0.24665285205918713,0.7394724630922901,0.219,HH,No significativo
185.0,0.6402981701052888,-0.0015337423312883436,0.1970205064011981,0.582927330433652,0.251,HH,No significativo
73.33333333333333,0.00026838703646780927,-0.0015337423312883436,0.24665285205918713,0.4878441929268154,0.344,LL,No significativo
28.142857142857142,-0.043914153207670364,-0.0015337423312883436,0.24665285205918713,-0.06378073478128211,0.432,LH,No significativo
150.0,1.4558340189887906,-0.0015337423312883436,0.24665285205918713,1.7449516857451826,0.053,HH,No significativo
116.66666666666667,0.5029244971041732,-0.0015337423312883434,0.1639322759625387,1.2919202271780001,0.1,HH,No significativo
45.0,-0.09793493743693868,-0.0015337423312883434,0.1639322759625387,-0.3656620867593445,0.322,LH,No significativo
